State,shortCode
India,IN
Kerala,KL
Andaman and Nicobar Islands,AN
Andhra Pradesh,AP
Assam,AS
Bihar,BR
Chandigarh,CH
Chhattisgarh,CT
Delhi,DL
Goa,GA
Gujarat,GJ
Haryana,HR
Himachal Pradesh,HP
Jammu and Kashmir,JK
Jharkhand,JH
Karnataka,KA
Ladakh,LA
Madhya Pradesh,MP
Maharashtra,MH
Manipur,MN
Mizoram,MZ
Odisha,OR
Puducherry,PY
Punjab,PB
Rajasthan,RJ
Tamil Nadu,TN
Telangana,TG
Uttar Pradesh,UP
Uttarakhand,UT
West Bengal,WB
Arunachal Pradesh,AR
Dadra and Nagar Haveli and Daman and Diu,DN
Meghalaya,ML
Nagaland,NL
Tripura,TR
Sikkim,SK
State Unassigned,NA
Lakshadweep,LD
